# {"t_start": 1597490725.952815, "env_id": "HopperBulletEnv-v0"} 
r,l,t
14.634307,10,67.597872
17.878208,7,67.610689
17.507735,8,67.624622
12.873443,10,67.64207
16.648756,6,67.652784
21.801191,16,67.680612
18.578137,9,67.696656
13.015027,6,67.707057
12.555315,6,67.718067
18.594287,8,67.732007
21.565363,9,67.748624
15.944399,13,67.769755
15.586557,13,67.791638
15.186578,7,67.804556
17.823419,6,67.817688
19.268199,9,67.833326
15.98789,5,67.842521
17.465715,9,67.860371
13.351261,5,67.869967
14.11459,7,67.882847
16.848869,12,67.904019
20.937709,12,67.924775
19.22635,8,67.938465
16.603773,6,67.949008
15.75609,6,67.960271
20.914365,17,67.990165
17.657069,6,68.001481
25.757711,17,68.032203
17.086647,5,68.041718
15.442769,8,68.056376
18.330167,6,68.067672
16.413361,8,68.082251
14.66715,6,68.093369
10.902868,10,68.112896
17.638203,7,68.127246
20.251225,9,68.145048
16.119701,6,68.157302
17.505307,11,68.177484
17.948667,7,68.190133
18.876417,14,68.216047
14.006929,9,68.231717
19.847874,13,68.254784
18.308783,8,68.268423
18.342808,7,68.281367
16.081748,6,68.292355
16.6928,11,68.311942
18.311213,6,68.322778
13.497533,9,68.338949
11.476028,7,68.351286
15.29647,6,68.361983
17.355326,5,68.371484
20.192888,11,68.391079
17.63929,12,68.412148
19.870015,8,68.426694
16.921918,13,68.449485
18.835754,7,68.462347
17.743697,10,68.480724
18.781922,13,68.504144
25.269982,16,68.535496
19.781291,8,68.550441
15.772185,6,68.562794
20.413692,12,68.585759
14.289973,5,68.595306
14.576571,5,68.604711
13.883763,6,68.615966
23.681185,14,68.640825
17.058152,8,68.655324
15.384051,8,68.66993
19.071695,9,68.686273
14.9509,5,68.695603
15.576884,5,68.705035
17.497995,6,68.71628
17.910919,13,68.739828
19.286703,7,68.75305
21.796119,9,68.77022
15.854498,9,68.78655
19.302045,16,68.814553
15.053549,5,68.823554
21.246428,14,68.849333
14.249844,12,68.87096
19.615725,7,68.885054
15.659556,10,68.903142
11.337447,6,68.914526
21.515036,13,68.93735
14.513691,5,68.946734
18.000257,9,68.962282
16.634464,5,68.9711
15.392944,14,68.995137
14.966191,6,69.006221
21.263111,12,69.028021
18.039778,9,69.044318
16.74965,6,69.056
13.110752,7,69.070799
16.22034,12,69.09401
11.575078,5,69.104501
17.509577,12,69.126051
16.366861,7,69.138954
14.727314,7,69.151756
15.841832,9,69.168198
20.606404,15,69.195115
18.356663,8,69.210127
18.127894,6,69.221413
16.498044,6,69.232746
18.652838,8,69.247884
14.827602,9,69.264353
15.712259,6,69.275756
13.098575,8,69.29068
16.477106,17,69.320895
19.472168,9,69.337949
17.52536,11,69.359266
17.3477,7,69.373207
14.630141,8,69.38761
18.387319,7,69.400193
13.42625,13,69.423022
16.15924,7,69.434967
16.371936,6,69.447885
18.653365,7,69.460948
15.726245,6,69.4744
13.1162,7,69.487753
15.350234,5,69.498211
18.564397,7,69.511876
22.27596,12,69.533528
18.947245,8,69.548633
16.821792,5,69.558182
7.635287,13,69.581012
17.675946,5,69.590858
17.957512,6,69.60225
19.721221,8,69.617311
17.564431,8,69.631953
16.989149,6,69.643573
19.251765,16,69.672809
17.859293,7,69.685791
19.355661,7,69.698192
16.577532,8,69.712897
13.450758,6,69.724131
19.444654,10,69.742211
15.586623,5,69.751586
18.082156,7,69.764502
14.538704,6,69.775895
13.640437,5,69.785547
18.914917,7,69.798896
16.538023,8,69.81367
16.424365,5,69.823147
17.040957,9,69.839778
16.961108,8,69.854592
17.160236,9,69.870136
15.868697,13,69.893634
17.570507,9,69.910337
17.8429,8,69.928214
12.899858,5,69.938243
18.172983,10,69.958982
15.750567,5,69.96818
16.807579,6,69.981047
18.163275,11,70.003644
15.76226,8,70.018869
17.012346,8,70.033793
19.186521,7,70.048025
19.532368,8,70.063144
17.708042,10,70.081929
14.732503,5,70.091328
16.858667,9,70.108064
14.847885,9,70.124758
13.94286,5,70.135622
14.292979,6,70.150048
17.278026,5,70.160579
17.61967,7,70.173579
24.343727,16,70.201408
13.337766,6,70.214261
23.310145,14,70.242581
15.247641,12,70.270586
11.656682,10,70.291434
17.616529,8,70.309941
18.831534,8,70.326199
17.461283,13,70.353126
23.713017,19,70.387512
17.836395,11,70.412014
17.024355,9,70.433443
16.709588,6,70.447717
19.623603,9,70.467226
16.891381,5,70.477229
13.955768,15,70.546175
21.721959,15,71.264192
19.928844,12,71.285914
19.175899,9,71.302471
17.202377,10,71.321419
16.853446,7,71.334248
16.763593,5,71.343501
14.970564,11,71.36409
19.141966,9,71.380782
28.342111,23,71.422009
12.113813,6,71.433147
16.42061,8,71.448083
18.055512,6,71.460119
22.129347,10,71.478748
15.409872,6,71.489975
19.463482,17,71.519592
19.036699,13,71.543219
16.497556,5,71.552955
18.73294,6,71.564365
13.977567,5,71.574665
16.585299,6,71.588005
17.117304,7,71.602051
19.637273,11,71.622471
15.657619,6,71.633976
17.943356,6,71.645658
16.473743,8,71.660152
15.993906,7,71.673215
20.962145,7,71.686489
16.740414,6,71.697958
17.343267,7,71.711068
15.983296,9,71.727663
16.738587,7,71.740681
16.099443,6,71.751702
22.208846,9,71.767665
17.53108,6,71.778974
19.734015,16,71.807246
16.797718,5,71.816606
14.653815,7,71.829155
14.436621,6,71.840207
18.34192,13,71.863381
15.391342,7,71.876378
20.264487,8,71.892618
15.054336,8,71.907472
18.948964,8,71.922295
14.470041,8,71.936554
16.872612,9,71.953474
18.586047,7,71.96645
20.644948,8,71.98098
18.961929,7,71.993851
20.347892,10,72.011727
19.517844,14,72.03666
19.730014,14,72.061905
15.411966,12,72.082985
12.968963,7,72.096158
16.471223,5,72.105695
6.352673,11,72.126275
18.6389,10,72.144654
16.036672,5,72.154559
16.404378,13,72.179342
21.968401,21,72.21711
16.156001,5,72.226896
15.099489,7,72.240048
20.08645,8,72.25482
15.413974,9,72.27129
14.941736,6,72.282481
18.564432,12,72.304082
16.346661,5,72.313587
15.06496,6,72.324698
19.039723,10,72.342992
17.400535,8,72.357694
13.877239,6,72.369017
14.216224,12,72.391437
17.936062,12,72.413514
16.075476,6,72.424684
21.64446,24,72.468394
18.699143,14,72.494148
19.587106,7,72.506638
18.201547,10,72.5242
15.7792,7,72.537102
18.358865,8,72.552008
15.071969,13,72.575022
18.079701,9,72.591801
18.913269,8,72.60679
18.61567,10,72.625466
